university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
National University of Modern Languages,Islamabad,Faculty of Languages,BS,English,4 Years,Eligibility: Bachelor’s Degree with 45% marks. Applicants must have studied English as a compulsory subject at Graduation level. Preference will be given to those who have studied Elective English at graduation level. Courses: S.No Course Code Subject Credit Hours 1 GC 001 Mathematics 3 2 GC 002 Introduction to I.T Skills 3 3 ENBE- 111 Basic English Language Skills 3 4 ELL 004 Introduction to Lite,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/331
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Hindi,4 Year,"Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islama",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/212
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Bangla,4 Years,"Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Islama",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/290
National University of Modern Languages,Islamabad,Faculty of Languages,BS,Arabic,4 Year,"Eligibility: Intermediate with 2nd Division or A-Level with 50% marks or equivalent National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/170
National University of Modern Languages,Islamabad,Faculty of Languages,BS,French,4 Year,Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. Courses: S.No Course Code Subject Credit Hours 1 FREN-101 English 1 (CC) 3 2 FRPS-102 Pakistan Studies (CC) 2 3 FRTC-121 Text Comprehension & Appreciation 1 (FC) 2 4 FRAG-122 Applied Grammar (A1-A2 Level) (FC) 3 5 FRWS-123 Writing Skills 1 (FC) 2 6 FRSS-124 Speaking Skills 1 (FC) 3 7 FRLS-125 Listening Skills 1 (FC) 1.,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/67
National University of Modern Languages,Islamabad,Faculty of Basic Sciences,BS,Mathematics,4 Years,Eligibility: 50% marks in Intermediate with Mathematics / A level or equivalent with Mathematics OR Diploma in Associate Engineering (DAE) with 60% marks. Courses: S.No Course Code Subject Credit Hours 1 MTCA-101 Calculus-I 3 2 MTSL-102 Elements of Set Theory and Logic 3 3 MTPH-101 Physics-I 4 4 MTIC-111 Introduction to computers 3 5 MTEN-101 English-I (Functional English) 3 6 MTIS-101 Islamic Stu,,75000.0,17-December-2025,https://numl.edu.pk/programs/program/250
National University of Modern Languages,Islamabad,Faculty of Basic Sciences,BS,Mathematics,4 Years,"Eligibility: Bachelor’s Degree with 50% marks and having combination of subjects i. Math-A&B ii. Math General & Physics or Math-B. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 202",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/416
National University of Modern Languages,Islamabad,Faculty of Basic Sciences,BS,Computational Mathematics And Artificial Intelligence,4 Years,"Eligibility: 50% marks in Intermediate with Mathematics, ICS / A level or equivalent with Mathematics. Pre-medical background students will have to pass deficiency courses of Mathematics (06 credits) in first two semesters. Courses: S.No Course Code Subject Credit Hours 1 ESFE-101 English 1 3 2 CSIT-102 Application of Information and Communication Technologies(ICT) 3 3 MAAI-166 Introduction to Art",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/537
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Business Administration,2 Year,"Eligibility: Intermediate (12 Years) With Minimum 45% marks A-Level with Minimum 50% marks. All HEC conditions apply. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/84
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Business Administration,4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/543
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Business Analytics,2 Year,"Eligibility: Intermediate (12 Years) with Minimum 45% marks / A-Level with Minimum 50% marks. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Lan",,75000.0,25-March-2026,https://numl.edu.pk/programs/program/594
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,Financial Technology,2 Year,"Eligibility: Intermediate (12 Years) with Minimum 45% marks / A-Level with Minimum 50% marks. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Lan",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/595
National University of Modern Languages,Islamabad,Faculty of Computing & AI,BS,Tourism And Hospitality Management,2 Year,"Eligibility: Intermediate (12 Years) with Minimum 45% marks / A-Level with Minimum 50% marks. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Lan",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/596
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Business Administration,2 Year,"Eligibility: Intermediate (12 Years) with Minimum 45% marks / A-Level with Minimum 50% marks. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Lan",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/597
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Public Administration And Governance,4 Years,Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent Courses: S.No Course Code Subject Credit Hours 1 PAG-501 Functional English (Basic English Skills) 3 2 PAG-502 Islamic Studies/ Ethics (for Non-Muslims) 2 3 PAG-503 Applications of Information and Communication Technologies (ICT) 3 4 PAG-504 Quantitative Reasoning –I 3 5 PAG-505 Introduction to International Relatio,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/165
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Economics,4 Years,"Eligibility: FSc/ICS/I.Com/ FA with 45% marks / A-Level with 50% marks and preferably having studied any one of the subjects viz: Statistics, Mathematics, Physics, Economics, Computer Science OR Commerce. Courses: S.No Course Code Subject Credit Hours 1 ECEC-101 Principles of Microeconomics 03 2 ECEC-121 Mathematical Economic-I 03 3 ECCS-101 Introduction to Computer 03 4 ECHU-101 Functional Englis",,75000.0,31-August-2026,https://numl.edu.pk/programs/program/70
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Economics and Finance,4 Years,"Eligibility: FSc/ICS/I.Com/ FA with 45% marks / A-Level with 50% marks and preferably having studied any one of the subjects viz: Statistics, Mathematics, Physics, Economics, Computer Science OR Commerce. Courses: S.No Course Code Subject Credit Hours 1 ECEC-101 Principles of Microeconomics 03 2 ECEC-121 Mathematical Economics-I 03 3 ECCS-101 Introduction to Computer 03 4 ECHU-101 Functional Engli",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/71
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Economics & Finance,4 Years,Eligibility: BA/BSc with 45% marks. Relevancy of courses studied at graduation level is mandatory Courses: S.No Course Code Subject Credit Hours 1 ECHU-102 English 03 2 ECEC-121 Mathematics 03 3 ECCS-101 Computer 03 4 ECMG-261 Management Skills 03 5 ECEC-101 Principles of Economics 03 6 ECEC-102 Statistics for Economists 03 7 ECEC-201 Intermediate Microeconomics 03 8 ECEC-343 Basic Econometrics 03,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/283
National University of Modern Languages,Islamabad,Faculty of Management Sciences,BS,Economics,4 Years,Eligibility: BA/BSc with 45% marks. Relevancy of courses studied at graduation level is mandatory. Courses: S.No Course Code Subject Credit Hours 1 ECHU-102 English 03 2 ECEC-121 Mathematics 03 3 ECCS-101 Computer 03 4 ECMG-261 Management Skills 03 5 ECEC-101 Principles of Economics 03 6 ECEC-102 Statistics for Economists 03 7 ECEC-201 Intermediate Microeconomics 03 8 ECEC-343 Basic Econometrics 0,,75000.0,3-February-2026,https://numl.edu.pk/programs/program/332
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Psychology,4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,31-August-2026,https://numl.edu.pk/programs/program/264
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Psychology,4 Years,"Eligibility: Bachelor’s Degree with 45% marks. Candidates having studied the relevant subject at BA / BSc level will be preferred. After clearing bridging semester, students will join BS 5th semester BS PSYCHOLOGY (Bridging Semester) Semester/Year Name of Subject/Course Title Course Codes Credit Hrs Psychology-I APBS-01 (3-0) Psychology-II APBS-11 (3-0) Mathematics APMM-104 (3-0) Intro to Computer",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/337
National University of Modern Languages,Islamabad,Faculty of Social Sciences,BS,Psychology,4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/541
National University of Modern Languages,Islamabad,National University of Modern Languages,BS,Languages And Translation Studies,4 Years,"Eligibility: Intermediate with at least 2nd Division or equivalent (twelve years of education) on merit. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/285
National University of Modern Languages,Islamabad,Faculty of Languages,BS,English,4 Years,Eligibility: Intermediate with 2nd Div OR A–Level with 50% marks OR Equivalent. SCHEME OF STUDIES 1st Semester Course Code Course Name Credit Hours ENBE 111 Basic English Language Skills 3 ENES 112 Introduction to Environmental Studies 3 ENAC 121 Introduction to History 3 ENGC 113 Human Rights and Citizenship 2 ENGC 114 Introduction to Mathematics 3 Total 14 2nd Semester Course Code Course Name Cr,,75000.0,30-September-2026,https://numl.edu.pk/programs/program/286
National University of Modern Languages,Islamabad,Faculty of Languages,BS,English,4 Years,"Eligibility: Intermediate with 45% marks OR A – Level with 50% marks OR Equivalent. National University of Modern Languages H-9/4 Islamabad ,Pakistan Phone: +92-51-9265100 Email: info@numl.edu.pk Regional Campuses Lahore Campus Faisalabad Campus Multan Campus Hyderabad Campus Quetta Campus Peshawar Campus Karachi Campus Rawalpindi MirpurAJK Campus 2026 © National University of Modern Languages, Is",,75000.0,3-February-2026,https://numl.edu.pk/programs/program/534
National University of Modern Languages,Islamabad,Faculty of Computing & AI,BS,Software Engineering,4 Years,"Eligibility: Intermediate with any one of the following combinations with 50% marks: (1) Maths, Physics & Chemistry (2) Maths, Physics & Computer Science (3) Maths, Stats & Computer Science (4) Maths, Stats & Physics (5) Maths, Stats & Economics (6) Maths, Computer & Economics (7) Physics, Chemistry & Biology. OR Diploma in Associate Engineering Examination with at least 60% aggregate marks in the",,75000.0,17-December-2025,https://numl.edu.pk/programs/program/238
